id,fire_id,fire_time_utc,fire_time_epoch,candidate_mint,candidate_symbol,snapshot_at_used,micro_ts_used,created_at,lane,lane_source,venue,pool_type,pumpfun_origin,eligible,gate_reason,age_hours,liquidity_usd,vol_h1,vol_h24,price_usd,r_m5_snap,r_h1_snap,buys_m5,sells_m5,buys_h1,sells_h1,buy_sell_ratio_m5,buy_sell_ratio_h1,buy_count_ratio_m5,buy_count_ratio_h1,avg_trade_usd_m5,avg_trade_usd_h1,vol_accel_m5_vs_h1,txn_accel_m5_vs_h1,r_m5_micro,rv_5m,rv_1m,range_5m,buys_m5_snap,sells_m5_snap,buy_count_ratio_m5_snap,avg_trade_usd_m5_snap,jup_vs_cpamm_diff_pct,round_trip_pct,impact_buy_pct,impact_sell_pct,impact_asymmetry_pct,liq_change_pct,liq_cliff_flag,breadth_positive_pct,breadth_negative_pct,median_pool_r_m5,pool_dispersion_r_m5,median_pool_rv5m,pool_liquidity_median,pool_vol_h1_median,pool_size_total,pool_size_with_micro,coverage_ratio_micro,order_flow_source,quote_source,liq_source
439,011534c1,2026-03-13T00:15:00Z,1773360900.0,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,"Pnut ",2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,raydium_live,derived_at_collection,raydium,raydium,0,1,,11937.1262791053,2822896.11,11962.0,175625.81,0.04661,,,5.0,9.0,31.0,55.0,0.357142857142857,0.36046511627907,0.357142857142857,0.36046511627907,124.983571428571,146.020581395349,1.67205164611233,1.95348837209302,0.52,0.242534523227232,0.180190367884466,0.68787618228719,5.0,6.0,0.454545454545455,104.909090909091,0.258603049370439,0.004996,0.002508,0.002501,6.99999999999963e-06,-3.01817696010501e-05,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
440,011534c1,2026-03-13T00:15:00Z,1773360900.0,31VEgWBeV78ADzhbGgXuTdMvh6xjGicFfPbbuCTfpump,SCUBAAA,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,3.74739021638889,25853.34,146336.63,685453.86,9.617e-05,,,98.0,92.0,1675.0,894.0,0.515789473684211,0.652004671078241,0.515789473684211,0.652004671078241,56.951,60.0949941611522,0.84107320938097,0.887504865706501,-19.45,6.27477951836994,5.93979068056252,32.4675324675325,104.0,52.0,0.666666666666667,54.3883974358974,0.282990162883539,0.00526,0.002641,0.002633,8.00000000000019e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
441,011534c1,2026-03-13T00:15:00Z,1773360900.0,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,2026-03-13T00:14:00+00:00,,2026-03-13T00:15:00.017988+00:00,orca_live,derived_at_collection,orca,orca,0,1,,20407.9996124386,1485297.86,46218.79,1824239.18,70728.71,,,,,,,,,,,,,,,,,,,3.0,5.0,0.375,729.48375,0.246162665674349,0.004997,0.002508,0.002501,6.99999999999963e-06,,,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,missing,universe_snapshot,missing
442,011534c1,2026-03-13T00:15:00Z,1773360900.0,3aQ9yDtRAEbif7x4GsjDPmeZ61AcX8AmzfuFKThYpump,TITTIE,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,2.46239021638889,20905.03,99090.04,338964.52,6.763e-05,,,16.0,20.0,785.0,540.0,0.444444444444444,0.592452830188679,0.444444444444444,0.592452830188679,48.3497222222222,46.4467094339623,0.339396141392473,0.326037735849057,-10.63,2.63202378728221,5.54072936034537,17.2007279056887,26.0,18.0,0.590909090909091,47.0872727272727,0.29189049971103,0.005324,0.002673,0.002666,7.00000000000006e-06,0.00500421266436096,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
443,011534c1,2026-03-13T00:15:00Z,1773360900.0,4D9jZY6nkXnm3ofmWWJVcJrvtXDMfE5Zwy8rZMy5pump,JEW,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,50.6751679941667,64973.23,30483.55,1269177.5,0.0005034,,,24.0,17.0,205.0,259.0,0.585365853658537,0.441810344827586,0.585365853658537,0.441810344827586,60.1085365853658,83.8244181034483,0.760348563152711,1.06034482758621,0.43,1.85577131820008,1.35464054781186,7.75193798449613,8.0,5.0,0.615384615384615,25.67,0.272574668270206,0.005099,0.002559,0.002553,5.99999999999993e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
444,011534c1,2026-03-13T00:15:00Z,1773360900.0,4iLKj7fkZF2rSpgSD8W6UFq4fkKXkkbJMGXMz3B8pump,IRAN,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,28.7501679941667,39241.69,4030.1,390098.82,0.0002216,,,4.0,2.0,58.0,38.0,0.666666666666667,0.604166666666667,0.666666666666667,0.604166666666667,10.5783333333333,36.2675,0.218756462397463,0.75,-0.27,0.423001924946754,0.0,1.47816349384099,1.0,6.0,0.142857142857143,20.8528571428571,0.274680074532459,0.005168,0.002594,0.002587,7.00000000000006e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
445,011534c1,2026-03-13T00:15:00Z,1773360900.0,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-13T00:14:00+00:00,,2026-03-13T00:15:00.017988+00:00,raydium_live,derived_at_collection,raydium,raydium,0,1,,13794.8790568831,1305486.82,73483.69,2428883.39,0.6112,,,,,,,,,,,,,,,,,,,13.0,97.0,0.118181818181818,66.6440909090909,0.257907241599874,0.005005,0.002512,0.002506,5.99999999999993e-06,,,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,missing,universe_snapshot,missing
446,011534c1,2026-03-13T00:15:00Z,1773360900.0,4vncMi4j819n9ndBZXwVXaVHPN8oTgebtEPWcaEipump,CAT,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,8.38016799416667,30803.99,27661.49,525911.97,0.0001436,,,50.0,44.0,228.0,203.0,0.531914893617021,0.529002320185615,0.531914893617021,0.529002320185615,53.1658510638298,79.3417401392111,1.75373059475165,2.61716937354988,-21.42,5.26565041103884,1.5309426852125,36.9964802502933,7.0,6.0,0.538461538461538,75.2853846153846,0.276602843769104,0.005216,0.002618,0.002611,7.00000000000006e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
447,011534c1,2026-03-13T00:15:00Z,1773360900.0,4xJxk2RoT5i4zJGzu68Xwvke3EDvGbL5MadP9QiEpump,Snorp,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,2.5085013275,31525.54,63914.04,506411.04,0.0001521,,,20.0,13.0,362.0,283.0,0.606060606060606,0.561240310077519,0.606060606060606,0.561240310077519,35.11,81.5434263565892,0.264348800876729,0.613953488372093,-1.96,0.499740913394412,0.512877977318017,3.02076777847702,8.0,10.0,0.444444444444444,34.2933333333333,0.303618792458152,0.005212,0.002616,0.002609,6.99999999999963e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
448,011534c1,2026-03-13T00:15:00Z,1773360900.0,4ysWSPRkmqY6Y99SN86D2MBHXrvnR2358SaGb47Fpump,01001000,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,5.31683466083333,41979.21,86047.85,1210275.26,0.000257,,,62.0,66.0,757.0,526.0,0.484375,0.590023382696804,0.484375,0.590023382696804,103.89046875,74.3511535463757,1.67283287276268,1.19719407638348,26.65,3.64038363918954,4.98125665293022,24.0723417524166,63.0,30.0,0.67741935483871,69.2512903225806,0.267562208158409,0.005158,0.002589,0.002582,7.00000000000006e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
